../dependencies/beast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg,stdev,min,max
File system inputs,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,94928.0,,94928.0,0.0,94928.0,94928.0
File system outputs,1355472.0,1355464.0,1355464.0,1355464.0,1355472.0,1355472.0,1355472.0,1355464.0,1355464.0,1355472.0,1355472.0,1355472.0,1355464.0,1355472.0,1355464.0,1355472.0,1355472.0,1355472.0,1355472.0,1355472.0,1355464.0,1355464.0,1355480.0,1355472.0,1355464.0,1355464.0,1355472.0,1355472.0,1355472.0,1355472.0,1355464.0,1355464.0,1355472.0,1355464.0,1355464.0,1355464.0,1355472.0,1355472.0,1355472.0,1355464.0,1355464.0,1355472.0,1355472.0,1355472.0,1355464.0,1355472.0,1355464.0,1355472.0,1355472.0,1355472.0,1355472.0,1355472.0,1355464.0,1355464.0,1355480.0,1355472.0,1355464.0,1355464.0,1355472.0,1355472.0,1355472.0,1355472.0,1355464.0,1355464.0,1355472.0,1355472.0,1355464.0,1355472.0,1355464.0,1355464.0,1355464.0,1355472.0,,1355468.888888889,4.362308329234813,1355464.0,1355480.0
Socket messages sent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Socket messages received,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Signals delivered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Page size (bytes),4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,,4096.0,0.0,4096.0,4096.0
Exit status,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Submission date and time,  2015-09-02 20:50:20,  2015-09-02 21:04:56,  2015-09-02 21:19:24,  2015-09-02 21:33:53,  2015-09-02 21:48:26,  2015-09-02 22:03:01,  2015-09-02 22:17:31,  2015-09-02 22:32:04,  2015-09-02 22:46:43,  2015-09-02 23:01:16,  2015-09-02 23:15:48,  2015-09-02 23:30:19,  2015-09-02 23:44:48,  2015-09-03 07:12:31,  2015-09-03 07:27:24,  2015-09-03 07:42:16,  2015-09-03 07:57:10,  2015-09-03 08:11:55,  2015-09-03 08:26:44,  2015-09-03 08:41:22,  2015-09-03 08:56:07,  2015-09-03 09:10:56,  2015-09-03 09:25:48,  2015-09-03 09:40:40,  2015-09-03 09:55:22,  2015-09-03 10:10:17,  2015-09-03 10:25:06,  2015-09-03 10:39:56,  2015-09-03 10:54:45,  2015-09-03 11:09:28,  2015-09-03 11:24:10,  2015-09-03 11:39:05,  2015-09-02 20:50:20,  2015-09-02 21:04:56,  2015-09-02 21:19:24,  2015-09-02 21:33:53,  2015-09-02 21:48:26,  2015-09-02 22:03:01,  2015-09-02 22:17:31,  2015-09-02 22:32:04,  2015-09-02 22:46:43,  2015-09-02 23:01:16,  2015-09-02 23:15:48,  2015-09-02 23:30:19,  2015-09-02 23:44:48,  2015-09-03 07:12:31,  2015-09-03 07:27:24,  2015-09-03 07:42:16,  2015-09-03 07:57:10,  2015-09-03 08:11:55,  2015-09-03 08:26:44,  2015-09-03 08:41:22,  2015-09-03 08:56:07,  2015-09-03 09:10:56,  2015-09-03 09:25:48,  2015-09-03 09:40:40,  2015-09-03 09:55:22,  2015-09-03 10:10:17,  2015-09-03 10:25:06,  2015-09-03 10:39:56,  2015-09-03 10:54:45,  2015-09-03 11:09:28,  2015-09-03 11:24:10,  2015-09-03 11:39:05,  2015-09-06 15:03:05,  2015-09-06 15:18:27,  2015-09-06 15:33:43,  2015-09-06 15:48:59,  2015-09-06 16:04:18,  2015-09-06 16:19:57,  2015-09-06 16:35:33,  2015-09-06 16:51:05

../dependencies/muscle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg,stdev,min,max
User time (seconds),43.22,42.93,43.44,43.04,43.45,43.57,43.47,43.07,43.17,42.86,43.37,42.95,43.18,43.27,43.2,43.69,43.41,43.73,43.21,43.61,43.13,43.62,44.37,43.06,43.06,44.18,44.39,43.36,43.68,43.57,43.85,43.32,43.22,42.93,43.44,43.04,43.45,43.57,43.47,43.07,43.17,42.86,43.37,42.95,43.18,43.27,43.2,43.69,43.41,43.73,43.21,43.61,43.13,43.62,44.37,43.06,43.06,44.18,44.39,43.36,43.68,43.57,43.85,43.32,43.33,43.4,43.19,43.25,44.26,44.02,43.97,43.61,,43.44291666666666,0.38899812628535974,42.86,44.39
System time (seconds),0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.04,0.03,0.02,0.04,0.02,0.04,0.01,0.02,0.01,0.0,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.04,0.03,0.02,0.04,0.02,0.04,0.01,0.02,0.01,0.0,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.01,0.02,0.03,0.0,0.02,0.02,0.02,0.03,0.02,,0.021111111111111122,0.008648952644490277,0.0,0.04
Fraction of CPU this job got,0.99,0.99,0.99,0.99,0.97,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.97,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,,0.9894444444444443,0.003309775912115411,0.97,0.99
Elapsed (wall clock) time in seconds,43.26,42.96,43.47,43.08,44.46,43.6,43.5,43.11,43.19,42.91,43.41,42.98,43.23,43.3,43.26,43.7,43.44,43.74,43.22,43.65,43.16,43.65,44.41,43.09,43.09,44.21,44.43,43.4,43.71,43.6,43.89,43.34,43.26,42.96,43.47,43.08,44.46,43.6,43.5,43.11,43.19,42.91,43.41,42.98,43.23,43.3,43.26,43.7,43.44,43.74,43.22,43.65,43.16,43.65,44.41,43.09,43.09,44.21,44.43,43.4,43.71,43.6,43.89,43.34,43.39,43.44,43.21,43.28,44.3,44.06,44.02,43.64,,43.50333333333333,0.42174019103281435,42.91,44.46
Average shared text size (kbytes),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Average unshared data size (kbytes),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Average stack size (kbytes),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Average total size (kbytes),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Maximum resident set size (kbytes),63868.0,63868.0,63884.0,63872.0,63892.0,63872.0,63896.0,63888.0,63868.0,63872.0,63884.0,63868.0,63868.0,63888.0,63868.0,63888.0,63864.0,63896.0,63872.0,63892.0,63868.0,63864.0,63888.0,63868.0,63868.0,63860.0,63864.0,63892.0,63868.0,63860.0,63872.0,63860.0,63868.0,63868.0,63884.0,63872.0,63892.0,63872.0,63896.0,63888.0,63868.0,63872.0,63884.0,63868.0,63868.0,63888.0,63868.0,63888.0,63864.0,63896.0,63872.0,63892.0,63868.0,63864.0,63888.0,63868.0,63868.0,63860.0,63864.0,63892.0,63868.0,63860.0,63872.0,63860.0,63868.0,63892.0,63864.0,63896.0,63868.0,63872.0,63868.0,63860.0,,63874.833333333336,11.597717113877254,63860.0,63896.0
Average resident set size (kbytes),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Major (requiring I/O) page faults,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,11.0,0.0,11.0,11.0
Minor (reclaiming a frame) page faults,26322.0,26108.0,26324.0,26283.0,26319.0,26321.0,26323.0,26320.0,26322.0,26270.0,26322.0,26322.0,26112.0,26320.0,26109.0,26321.0,26320.0,26320.0,26107.0,26321.0,26317.0,26319.0,26321.0,26269.0,26320.0,26323.0,26172.0,26323.0,26323.0,26145.0,26319.0,26320.0,26322.0,26108.0,26324.0,26283.0,26319.0,26321.0,26323.0,26320.0,26322.0,26270.0,26322.0,26322.0,26112.0,26320.0,26109.0,26321.0,26320.0,26320.0,26107.0,26321.0,26317.0,26319.0,26321.0,26269.0,26320.0,26323.0,26172.0,26323.0,26323.0,26145.0,26319.0,26320.0,26319.0,26319.0,26110.0,26324.0,26323.0,26318.0,26320.0,26324.0,,26281.541666666668,76.17787514739321,26107.0,26324.0
Voluntary context switches,22.0,21.0,23.0,22.0,19.0,21.0,23.0,20.0,20.0,23.0,22.0,23.0,24.0,20.0,22.0,21.0,21.0,21.0,18.0,20.0,18.0,20.0,21.0,19.0,22.0,23.0,20.0,23.0,23.0,20.0,20.0,20.0,22.0,21.0,23.0,22.0,19.0,21.0,23.0,20.0,20.0,23.0,22.0,23.0,24.0,20.0,22.0,21.0,21.0,21.0,18.0,20.0,18.0,20.0,21.0,19.0,22.0,23.0,20.0,23.0,23.0,20.0,20.0,20.0,25.0,19.0,22.0,24.0,23.0,19.0,29.0,24.0,,21.319444444444443,1.9049704362712023,18.0,29.0
Involuntary context switches,117.0,76.0,77.0,83.0,70.0,69.0,86.0,105.0,69.0,85.0,73.0,66.0,77.0,70.0,146.0,73.0,96.0,68.0,91.0,66.0,96.0,79.0,76.0,70.0,90.0,79.0,72.0,72.0,75.0,75.0,74.0,71.0,117.0,76.0,77.0,83.0,70.0,69.0,86.0,105.0,69.0,85.0,73.0,66.0,77.0,70.0,146.0,73.0,96.0,68.0,91.0,66.0,96.0,79.0,76.0,70.0,90.0,79.0,72.0,72.0,75.0,75.0,74.0,71.0,139.0,85.0,84.0,68.0,80.0,101.0,112.0,67.0,,82.22222222222223,17.721016584693785,66.0,146.0
Swaps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
File system inputs,2120.0,2120.0,2120.0,2120.0,2120.0,2128.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2128.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2128.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2128.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2128.0,2128.0,2120.0,2120.0,2120.0,,2120.6666666666665,2.2265997572247316,2120.0,2128.0
File system outputs,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,,184.0,0.0,184.0,184.0
Socket messages sent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Socket messages received,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Signals delivered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Page size (bytes),4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,,4096.0,0.0,4096.0,4096.0
Exit status,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Submission date and time,  2015-09-02 20:51:03,  2015-09-02 21:05:39,  2015-09-02 21:20:08,  2015-09-02 21:34:36,  2015-09-02 21:49:11,  2015-09-02 22:03:45,  2015-09-02 22:18:15,  2015-09-02 22:32:48,  2015-09-02 22:47:27,  2015-09-02 23:01:59,  2015-09-02 23:16:32,  2015-09-02 23:31:02,  2015-09-02 23:45:31,  2015-09-03 07:13:14,  2015-09-03 07:28:08,  2015-09-03 07:43:00,  2015-09-03 07:57:53,  2015-09-03 08:12:39,  2015-09-03 08:27:27,  2015-09-03 08:42:06,  2015-09-03 08:56:51,  2015-09-03 09:11:40,  2015-09-03 09:26:32,  2015-09-03 09:41:23,  2015-09-03 09:56:05,  2015-09-03 10:11:01,  2015-09-03 10:25:51,  2015-09-03 10:40:39,  2015-09-03 10:55:28,  2015-09-03 11:10:12,  2015-09-03 11:24:54,  2015-09-03 11:39:48,  2015-09-02 20:51:03,  2015-09-02 21:05:39,  2015-09-02 21:20:08,  2015-09-02 21:34:36,  2015-09-02 21:49:11,  2015-09-02 22:03:45,  2015-09-02 22:18:15,  2015-09-02 22:32:48,  2015-09-02 22:47:27,  2015-09-02 23:01:59,  2015-09-02 23:16:32,  2015-09-02 23:31:02,  2015-09-02 23:45:31,  2015-09-03 07:13:14,  2015-09-03 07:28:08,  2015-09-03 07:43:00,  2015-09-03 07:57:53,  2015-09-03 08:12:39,  2015-09-03 08:27:27,  2015-09-03 08:42:06,  2015-09-03 08:56:51,  2015-09-03 09:11:40,  2015-09-03 09:26:32,  2015-09-03 09:41:23,  2015-09-03 09:56:05,  2015-09-03 10:11:01,  2015-09-03 10:25:51,  2015-09-03 10:40:39,  2015-09-03 10:55:28,  2015-09-03 11:10:12,  2015-09-03 11:24:54,  2015-09-03 11:39:48,  2015-09-06 15:03:49,  2015-09-06 15:19:11,  2015-09-06 15:34:26,  2015-09-06 15:49:42,  2015-09-06 16:05:03,  2015-09-06 16:20:41,  2015-09-06 16:36:17,  2015-09-06 16:51:49

../dependencies/nhmmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg,stdev,min,max
User time (seconds),108.2,107.68,110.15,109.75,111.14,107.81,108.79,109.52,107.1,110.79,110.83,108.0,110.58,110.25,109.65,109.0,111.65,109.25,111.58,110.12,109.62,109.83,110.3,110.55,110.45,109.84,109.07,110.83,111.27,110.46,110.59,111.01,108.2,107.68,110.15,109.75,111.14,107.81,108.79,109.52,107.1,110.79,110.83,108.0,110.58,110.25,109.65,109.0,111.65,109.25,111.58,110.12,109.62,109.83,110.3,110.55,110.45,109.84,109.07,110.83,111.27,110.46,110.59,111.01,65.59,61.79,63.97,62.0,63.76,65.32,71.19,68.41,,104.9076388888889,14.196130944143023,61.79,111.65
System time (seconds),0.74,0.7,0.65,0.72,0.67,0.73,0.68,0.76,0.58,0.74,0.79,0.79,0.79,0.86,1.79,1.58,1.97,2.6,2.01,1.62,1.62,1.62,2.0,1.69,2.16,2.02,1.83,1.92,1.98,1.99,1.92,2.09,0.74,0.7,0.65,0.72,0.67,0.73,0.68,0.76,0.58,0.74,0.79,0.79,0.79,0.86,1.79,1.58,1.97,2.6,2.01,1.62,1.62,1.62,2.0,1.69,2.16,2.02,1.83,1.92,1.98,1.99,1.92,2.09,0.34,0.31,0.35,0.39,0.38,0.38,0.36,0.36,,1.2790277777777777,0.6702451931463869,0.31,2.6
Fraction of CPU this job got,6.97,6.97,7.0,7.11,7.0,6.97,7.01,7.04,6.99,7.12,7.0,7.04,7.01,7.05,6.99,7.07,6.95,7.06,7.03,6.99,7.01,7.02,7.02,7.05,7.01,7.06,6.98,7.06,7.02,7.07,6.97,7.12,6.97,6.97,7.0,7.11,7.0,6.97,7.01,7.04,6.99,7.12,7.0,7.04,7.01,7.05,6.99,7.07,6.95,7.06,7.03,6.99,7.01,7.02,7.02,7.05,7.01,7.06,6.98,7.06,7.02,7.07,6.97,7.12,3.76,3.74,3.73,3.74,3.74,3.72,3.75,3.75,,6.65902777777778,1.0396629460892834,3.72,7.12
Elapsed (wall clock) time in seconds,15.62,15.53,15.81,15.53,15.95,15.57,15.61,15.66,15.39,15.64,15.93,15.45,15.87,15.75,15.92,15.63,16.32,15.83,16.15,15.97,15.85,15.85,15.97,15.92,16.05,15.83,15.87,15.95,16.12,15.9,16.12,15.87,15.62,15.53,15.81,15.53,15.95,15.57,15.61,15.66,15.39,15.64,15.93,15.45,15.87,15.75,15.92,15.63,16.32,15.83,16.15,15.97,15.85,15.85,15.97,15.92,16.05,15.83,15.87,15.95,16.12,15.9,16.12,15.87,17.53,16.59,17.21,16.67,17.12,17.65,19.04,18.29,,16.013333333333335,0.6268319630165288,15.39,19.04
Average shared text size (kbytes),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
