beast,1.829589
blastn,2.538507
gunzip,2.297874
muscle,1.994812
nhmmer,1.282243
phyml,2.226273
prokka,1.089221
snippy,1.878041
velvetg,1.536103
velveth,1.644861
geometric mean,1.777084





